,SARSA Learning Algorithm,Episodes:500,Cliff Walk

,Shortest Path
X-X-X-X,0.85,0.75
0.9,15,15
0.9,15,15
0.9,15,15
0.9,15,15
0.9,15,15


,Longest Path
X-X-X-X,0.85,0.75
0.9,542,542
0.9,542,542
0.9,542,542
0.9,542,7862
0.9,7862,7862


,Total time
X-X-X-X,0.85,0.75
0.9,0:00:28.214425,0:00:25.817130
0.9,0:00:21.781232,0:00:23.539802
0.9,0:00:25.338905,0:00:26.717139
0.9,0:00:25.237205,0:01:16.538937
0.9,0:00:31.471822,0:00:34.640885


,Q Table
XXXXXX,0.85,,0.75,
,Final,Full,Final,Full
0.9,14,63,14,63
0.9,14,63,14,63
0.9,14,63,14,63
0.9,14,63,14,63
0.9,14,63,14,63

