,,Q Learning Algorithm

,Shortest Path
X-X-X-X,0.9,0.8
0.9,106,106
0.9,106,106

0.8,51,51
0.8,51,51


,Longest Path
X-X-X-X,0.9,0.8
0.9,395,854
0.9,854,854

0.8,1024,1692
0.8,1692,2002


,Total time
X-X-X-X,0.9,0.8
0.9,0:00:01.435545,0:00:05.424328
0.9,0:00:02.527938,0:00:02.972981

0.8,0:00:03.385466,0:00:05.145874
0.8,0:00:05.221182,0:00:06.426976


,Q Table
XXXXXX,0.9,,0.8,
,Final,Full,Final,Full
0.9,52,120,51,138
0.9,48,117,49,138

0.8,51,128,53,139
0.8,53,143,52,140

