,Q Learning Algorithm,Episodes:1000,Obstacle

,Shortest Path
X-X-X-X,0.87,0.84,0.81,0.78
0.9,10,10,10,10
0.9,10,10,10,10
0.9,10,10,10,10
0.9,10,10,10,10
0.9,10,10,10,10
0.9,10,10,10,10
0.9,10,10,10,10
0.9,10,10,10,10
0.9,10,10,10,10
0.9,10,10,10,10

0.85,10,10,10,10
0.85,10,10,10,10
0.85,10,10,10,10
0.85,10,10,10,10
0.85,10,10,10,10
0.85,10,10,10,10
0.85,10,10,10,10
0.85,10,10,10,10
0.85,10,10,10,10
0.85,10,10,10,10

0.8,10,10,10,10
0.8,10,10,10,10
0.8,10,10,10,10
0.8,10,10,10,10
0.8,10,10,10,10
0.8,10,10,10,10
0.8,10,10,10,10
0.8,10,10,10,10
0.8,10,10,10,10
0.8,10,10,10,10


,Longest Path
X-X-X-X,0.87,0.84,0.81,0.78
0.9,220,577,577,577
0.9,577,577,577,577
0.9,577,577,577,577
0.9,577,577,577,577
0.9,577,577,577,577
0.9,577,577,577,577
0.9,577,577,577,577
0.9,577,577,577,577
0.9,577,577,577,577
0.9,577,622,622,622

0.85,622,622,622,622
0.85,622,622,622,639
0.85,639,639,639,639
0.85,639,1102,1102,1102
0.85,1102,1102,1102,1102
0.85,1102,1102,1102,1102
0.85,1102,1102,1102,1102
0.85,1102,1102,1102,1102
0.85,1102,1102,1102,1102
0.85,1102,1102,1102,1102

0.8,1102,1102,1102,1102
0.8,1102,1102,1102,1102
0.8,1102,1102,1102,1102
0.8,1102,1102,1102,1102
0.8,1102,1102,1102,1102
0.8,1102,1102,1102,1102
0.8,1102,1102,1102,1102
0.8,1102,1102,1102,1102
0.8,1102,1102,1102,1102
0.8,1102,1102,1102,1102


,Total time
X-X-X-X,0.87,0.84,0.81,0.78
0.9,0:00:21.064513,0:00:24.087089,0:00:25.983852,0:00:27.049170
0.9,0:00:29.393809,0:00:29.330047,0:00:32.989817,0:00:28.716644
0.9,0:00:26.609326,0:00:33.359314,0:00:31.682847,0:00:38.523952
0.9,0:00:37.502386,0:00:44.957800,0:00:42.902456,0:00:49.496257
0.9,0:00:45.105657,0:00:58.267833,0:00:51.273251,0:00:49.962025
0.9,0:00:42.790924,0:00:45.567096,0:01:00.395621,0:01:04.592497
0.9,0:00:56.501221,0:00:54.214223,0:00:59.062134,0:01:09.958506
0.9,0:01:07.309658,0:01:08.239131,0:00:58.496845,0:01:00.295215
0.9,0:00:53.746728,0:01:00.561877,0:01:27.717275,0:01:24.745044
0.9,0:01:04.705110,0:00:59.606291,0:01:03.431439,0:01:01.927895

0.85,0:01:06.903424,0:01:24.133524,0:01:13.712710,0:01:41.479203
0.85,0:01:43.789293,0:01:32.470870,0:01:55.207462,0:01:33.711793
0.85,0:02:15.430867,0:01:35.250265,0:01:35.214215,0:01:48.793370
0.85,0:01:49.348025,0:01:20.845117,0:02:06.015173,0:01:11.501858
0.85,0:01:27.055682,0:01:18.796591,0:01:46.518317,0:01:32.712549
0.85,0:01:31.416641,0:01:23.675215,0:01:55.428625,0:02:30.584711
0.85,0:01:59.944089,0:01:48.895458,0:02:21.693830,0:01:33.339180
0.85,0:01:44.887700,0:01:33.830914,0:01:27.969416,0:02:11.088066
0.85,0:01:26.350900,0:02:36.125537,0:01:56.928212,0:01:25.970281
0.85,0:02:14.140364,0:02:05.212920,0:03:12.007557,0:02:17.033354

0.8,0:03:15.263907,0:01:50.653455,0:03:15.291184,0:03:15.762568
0.8,0:01:53.083385,0:02:29.278542,0:01:48.722761,0:01:52.282545
0.8,0:01:29.194145,0:01:50.057817,0:01:32.283539,0:02:45.831012
0.8,0:02:42.007358,0:03:27.556379,0:05:27.924096,0:03:17.362580
0.8,0:02:33.644637,0:04:28.412568,0:02:51.286671,0:03:51.092896
0.8,0:01:48.425055,0:03:58.664583,0:02:08.863037,0:03:33.890088
0.8,0:03:14.271687,0:03:38.848490,0:03:15.034503,0:03:06.922004
0.8,0:04:15.699743,0:02:03.679095,0:02:08.767727,0:02:32.877603
0.8,0:02:28.240279,0:04:27.929269,0:03:57.577896,0:04:38.056859
0.8,0:03:11.226019,0:04:02.366939,0:04:42.663720,0:03:14.052138


,Q Table
XXXXXX,0.87,,0.84,,0.81,,0.78,
,Final,Full,Final,Full,Final,Full,Final,Full
0.9,9,81,9,81,9,81,9,81
0.9,9,81,9,81,9,81,9,81
0.9,9,81,9,81,9,81,9,81
0.9,9,81,9,81,9,81,9,81
0.9,9,81,9,81,9,81,9,81
0.9,9,81,9,81,9,81,9,78
0.9,9,81,9,81,9,81,9,81
0.9,9,81,9,81,9,81,9,78
0.9,9,81,9,81,9,81,9,81
0.9,9,81,9,81,9,78,9,81

0.85,9,81,9,81,9,79,9,81
0.85,9,81,9,81,9,81,9,81
0.85,9,79,9,81,9,81,9,80
0.85,9,81,9,81,9,81,9,81
0.85,9,81,9,81,9,81,9,81
0.85,9,81,9,81,9,81,9,81
0.85,9,80,9,81,9,80,9,81
0.85,9,81,9,81,9,79,9,80
0.85,9,81,9,75,9,81,9,81
0.85,9,80,9,81,9,81,9,81

0.8,9,81,9,79,9,80,9,81
0.8,9,81,9,79,9,81,9,81
0.8,9,81,9,81,9,81,9,81
0.8,9,81,9,81,9,81,9,81
0.8,9,81,9,81,9,81,9,80
0.8,9,81,9,81,9,81,9,77
0.8,9,81,9,81,9,81,9,81
0.8,9,81,9,81,9,81,9,81
0.8,9,81,9,81,9,81,9,81
0.8,9,81,9,81,9,81,9,81

