,Q Learning Algorithm,Episodes:1000,In-Path Obstacle

,Shortest Path
X-X-X-X,0.87,0.84,0.81,0.78
0.9,12,12,12,12
0.9,12,12,12,12
0.9,12,12,12,12
0.9,12,12,12,12
0.9,12,12,12,12
0.9,12,12,12,12
0.9,12,12,12,12
0.9,12,12,12,12
0.9,12,12,12,12
0.9,12,12,12,12

0.85,12,12,12,12
0.85,12,12,12,12
0.85,12,12,12,12
0.85,12,12,12,12
0.85,12,12,12,12
0.85,12,12,12,12
0.85,12,12,12,12
0.85,12,12,12,12
0.85,12,12,12,12
0.85,12,12,12,12


,Longest Path
X-X-X-X,0.87,0.84,0.81,0.78
0.9,136,162,162,162
0.9,162,184,184,184
0.9,184,184,184,184
0.9,184,184,184,184
0.9,184,184,184,184
0.9,184,184,184,184
0.9,184,184,184,184
0.9,184,184,184,184
0.9,184,188,188,188
0.9,188,188,188,188

0.85,188,188,188,188
0.85,206,206,206,206
0.85,206,206,206,206
0.85,206,206,206,206
0.85,206,206,206,206
0.85,206,206,206,206
0.85,206,206,206,206
0.85,206,223,223,223
0.85,223,223,223,223
0.85,223,260,260,260


,Total time
X-X-X-X,0.87,0.84,0.81,0.78
0.9,0:00:24.230166,0:00:25.820275,0:00:16.664279,0:00:14.778421
0.9,0:00:13.559450,0:00:13.949991,0:00:13.200644,0:00:12.482194
0.9,0:00:15.246767,0:00:13.793597,0:00:12.606699,0:00:14.014148
0.9,0:00:14.309107,0:00:12.903222,0:00:12.688571,0:00:13.789073
0.9,0:00:14.548595,0:00:13.711889,0:00:13.178481,0:00:13.450758
0.9,0:00:13.798633,0:00:14.110017,0:00:14.524451,0:00:14.752405
0.9,0:00:14.799370,0:00:15.952672,0:00:13.510288,0:00:13.481966
0.9,0:00:14.400297,0:00:12.526948,0:00:14.365248,0:00:12.482634
0.9,0:00:13.856885,0:00:18.358250,0:00:13.996949,0:00:12.481903
0.9,0:00:13.622056,0:00:15.465264,0:00:12.013094,0:00:11.919240

0.85,0:00:13.950425,0:00:11.950520,0:00:12.873026,0:00:14.090798
0.85,0:00:15.293277,0:00:15.121811,0:00:13.371845,0:00:13.590968
0.85,0:00:13.528190,0:00:13.012555,0:00:12.372308,0:00:12.153344
0.85,0:00:12.809472,0:00:13.392411,0:00:15.561439,0:00:13.278374
0.85,0:00:14.153510,0:00:14.059149,0:00:13.356960,0:00:16.667927
0.85,0:00:13.012552,0:00:13.668979,0:00:12.606415,0:00:12.637644
0.85,0:00:13.653705,0:00:13.637408,0:00:13.794068,0:00:14.059186
0.85,0:00:13.371812,0:00:13.465569,0:00:13.684990,0:00:13.934175
0.85,0:00:14.450188,0:00:14.106028,0:00:14.152876,0:00:14.043527
0.85,0:00:13.356312,0:00:16.183867,0:00:11.466275,0:00:13.512800


,Q Table
XXXXXX,0.87,,0.84,,0.81,,0.78,
,Final,Full,Final,Full,Final,Full,Final,Full
0.9,11,73,11,73,11,71,11,73
0.9,11,65,11,73,11,73,11,68
0.9,11,73,11,72,11,70,11,73
0.9,11,73,11,67,11,73,11,71
0.9,11,72,11,73,11,72,11,73
0.9,11,71,11,71,11,73,11,73
0.9,11,73,11,73,11,73,11,69
0.9,11,72,11,72,11,73,11,73
0.9,11,73,11,73,11,72,11,73
0.9,11,70,11,72,11,72,11,73

0.85,11,72,11,66,11,65,11,72
0.85,11,72,11,73,11,73,11,73
0.85,11,72,11,72,11,72,11,68
0.85,11,65,11,73,11,72,11,70
0.85,11,72,11,69,11,72,11,70
0.85,11,70,11,72,11,73,11,71
0.85,11,73,11,73,11,73,11,73
0.85,11,71,11,71,11,73,11,73
0.85,11,73,11,73,11,73,11,73
0.85,11,72,11,72,11,67,11,67

